sqft,bedrooms,bathrooms,age,lot_size,garage,neighborhood,has_pool,distance_city,condition,price
2853,2,3,25,1.04,3,5,1,26.8,4,647000
2029,1,4,69,2.13,2,7,0,33.4,4,440000
2367,5,2,19,0.21,2,6,1,38.3,7,803000
4482,2,2,22,1.98,1,1,0,25.1,6,999000
3753,4,4,53,0.6,2,6,0,5.7,3,932000
1498,4,2,14,0.79,1,3,1,2.6,8,689000
1626,4,1,5,1.28,2,9,0,11.5,2,563000
1148,3,4,91,1.18,2,3,0,37.2,1,241000
4708,2,3,34,1.35,2,9,0,21.7,2,1085000
1107,4,4,74,1.41,3,5,0,23.4,9,541000
4216,4,1,7,0.9,3,10,0,24.6,5,1085000
3134,4,2,56,0.52,1,8,0,13.6,5,724000
3609,1,1,49,1.94,1,9,0,7.7,6,993000
4358,5,3,48,1.06,3,9,0,38.2,3,1001000
4277,2,3,87,1.31,2,7,0,30.3,1,861000
3486,3,2,20,1.65,2,10,1,20.7,8,1002000
3785,3,1,35,2.28,2,1,1,15.4,7,785000
1075,1,3,70,1.8,2,8,0,19.6,8,409000
3347,3,3,68,0.21,3,7,0,1.8,9,917000
3564,4,1,57,2.11,2,4,0,10.3,2,521000
1136,5,4,62,2.47,2,6,0,10.4,5,503000
2773,5,2,92,1.23,2,10,1,18.1,2,697000
3779,3,3,15,2.43,3,2,0,9.8,8,775000
4768,4,4,5,1.41,2,4,0,7.8,4,1046000
1710,2,3,77,1.2,2,8,0,30.7,4,539000
2796,3,2,51,0.9,3,4,0,35.8,10,702000
3929,2,2,1,1.68,2,10,0,3.2,8,989000
4557,3,4,88,0.65,1,4,0,8.8,7,987000
1127,3,2,94,0.35,2,4,0,31.1,1,261000
2599,3,3,76,0.17,2,10,0,32.7,7,572000
1114,4,4,17,0.8,0,9,0,20.3,10,526000
4345,5,4,80,1.05,2,2,1,27.9,3,688000
1934,3,2,91,1.42,2,7,0,3.6,5,534000
3546,6,3,75,0.8,2,3,0,34.1,8,688000
2320,4,4,34,2.46,2,4,0,33.4,6,661000
955,4,2,85,0.8,2,1,0,27.9,8,366000
2524,4,2,38,1.16,3,3,0,36.7,5,466000
4143,2,1,0,0.35,1,2,0,2.4,10,638000
1686,5,1,36,0.73,0,10,0,9.6,9,779000
3873,4,4,20,0.22,2,7,0,14.8,6,1044000
3605,6,3,0,1.44,2,6,0,6.8,9,1181000
1521,4,4,3,1.9,1,1,1,32.7,4,503000
1712,5,3,95,0.57,1,8,0,30.4,2,508000
4157,4,3,57,0.98,2,9,0,31.0,8,967000
1670,3,3,0,0.14,1,1,0,12.0,5,543000
4908,3,1,12,2.11,2,5,0,30.6,2,1159000
1297,3,4,45,1.97,2,7,1,5.4,6,729000
2556,3,2,46,0.25,2,2,1,4.7,3,548000
1917,3,3,80,0.98,1,6,0,23.6,1,466000
4209,5,1,75,2.39,2,8,1,2.4,6,891000
3628,4,4,6,1.04,2,8,0,37.6,8,1052000
2447,6,4,50,1.36,3,10,0,13.5,1,852000
3783,5,2,2,0.95,3,10,0,19.3,3,780000
942,4,3,49,1.53,1,8,0,32.6,6,495000
3561,5,3,25,2.45,0,6,0,16.3,10,1004000
4235,4,2,30,2.49,1,6,0,17.5,3,1036000
3231,5,2,99,1.96,1,3,0,14.2,7,691000
2648,3,3,61,1.07,2,2,1,14.4,6,709000
3496,3,1,25,1.29,2,5,0,19.0,9,882000
2517,3,2,66,0.96,1,9,0,37.9,6,547000
3872,4,2,54,2.47,2,4,1,37.5,7,973000
1867,4,2,27,1.8,3,5,0,22.0,2,510000
3586,3,2,43,1.18,2,6,0,18.5,10,736000
4591,3,2,80,0.13,1,6,1,32.4,4,895000
2088,5,2,37,1.35,2,4,0,27.4,5,353000
4671,4,2,29,2.46,2,4,0,35.3,2,864000
2606,3,3,65,1.36,3,8,1,29.4,10,768000
2304,4,4,7,0.54,1,5,0,38.1,10,827000
4108,4,1,13,0.15,2,5,1,35.5,10,919000
3751,6,4,100,0.95,2,9,0,34.3,7,1150000
871,3,2,98,2.3,2,4,0,16.0,4,253000
2490,2,3,61,2.49,2,7,0,15.8,9,798000
2144,3,2,74,2.37,0,5,1,29.8,8,633000
4103,3,3,62,1.85,2,9,0,3.8,10,910000
3913,5,3,78,1.44,1,8,1,13.2,9,973000
1682,3,2,65,1.52,1,8,0,37.3,8,518000
3462,6,2,100,1.39,2,10,0,18.3,5,994000
2304,3,4,95,1.8,1,10,0,11.2,9,568000
3263,6,2,39,1.11,1,3,0,19.3,5,949000
3353,1,2,12,1.71,2,9,1,11.9,8,692000
1532,5,1,16,0.39,2,8,0,30.8,4,586000
2548,5,2,14,0.74,0,3,0,34.1,5,513000
4724,6,2,32,2.11,2,10,1,31.4,4,1255000
1223,1,2,15,2.27,1,1,1,6.4,2,384000
4278,2,2,12,1.39,1,5,0,13.8,4,1109000
2391,4,1,85,0.18,2,4,0,9.0,5,537000
1292,1,3,22,2.32,1,8,0,2.2,6,559000
991,2,3,35,1.78,3,6,1,29.7,4,420000
1298,3,4,42,1.09,1,10,1,17.4,10,709000
2056,4,4,49,1.54,2,5,0,11.4,4,681000
2768,4,4,73,1.13,3,9,0,12.6,6,775000
2986,1,3,80,1.22,3,6,0,5.8,7,746000
1616,2,3,93,2.23,2,3,0,33.2,7,441000
4020,3,1,12,0.49,3,6,1,6.2,4,1071000
2273,4,3,29,0.35,3,4,1,13.9,5,591000
1886,2,1,56,0.11,1,5,0,0.8,3,424000
4999,3,4,29,0.85,2,6,1,17.7,5,1235000
2674,5,2,70,0.45,0,9,0,14.5,10,714000
1670,6,3,9,0.63,2,3,0,28.9,5,401000
2842,6,1,98,0.13,2,1,0,28.8,4,614000
1072,5,2,65,0.65,1,2,0,2.0,6,416000
1829,3,2,93,0.9,2,8,0,5.1,5,403000
4018,4,2,82,0.18,0,4,0,36.2,8,652000
4869,3,2,38,1.56,3,7,0,31.8,2,1269000
1851,4,1,36,1.47,0,2,0,15.9,6,498000
4833,3,2,2,0.33,2,10,1,7.1,2,911000
2373,4,2,88,1.53,0,8,1,10.8,6,465000
3990,4,4,33,2.5,1,10,0,26.5,4,755000
4597,1,2,85,2.37,2,9,0,37.8,1,836000
4089,4,2,37,0.11,1,7,0,24.8,6,975000
4547,1,4,13,2.01,2,10,0,1.5,3,881000
2905,3,3,63,0.95,3,1,0,26.2,7,692000
1107,1,2,38,0.25,0,2,0,37.8,3,187000
4159,3,2,53,0.81,3,9,0,14.7,10,742000
3976,2,3,1,0.87,0,10,0,37.4,4,878000
2051,5,2,95,1.36,1,7,0,27.0,9,741000
3547,3,2,42,1.69,1,3,0,8.0,7,954000
2317,3,3,52,1.9,3,5,0,6.2,4,633000
2178,3,1,2,0.69,1,1,0,7.5,2,525000
2761,4,4,40,0.87,3,10,0,28.1,5,766000
3663,4,2,7,0.84,3,3,0,23.8,8,621000
3456,4,3,89,0.97,1,4,0,18.5,2,611000
3294,4,3,95,2.5,2,4,0,10.9,9,871000
4805,5,2,74,1.97,2,7,0,36.3,5,825000
4363,5,4,62,2.44,1,5,0,8.9,6,1169000
1722,4,4,64,1.76,1,9,0,11.7,7,766000
3759,3,2,78,1.08,2,7,1,2.7,9,866000
983,4,4,3,1.04,2,2,0,11.4,7,510000
4158,4,1,67,1.27,2,8,0,37.0,4,1037000
2198,4,4,91,1.1,1,2,0,7.9,5,543000
3596,5,2,9,2.09,1,7,1,8.6,3,1184000
1336,4,2,74,1.22,3,5,0,24.2,1,304000
2073,5,2,49,0.81,0,10,0,22.9,3,558000
3767,2,2,22,1.96,2,6,0,7.5,1,833000
3849,1,2,60,2.15,0,4,0,6.6,5,918000
1896,3,4,46,1.11,3,5,0,5.1,7,659000
2105,5,4,2,1.7,3,5,0,34.5,9,680000
1715,5,1,16,0.24,1,7,0,26.4,4,529000
3881,4,1,21,1.37,0,4,1,38.2,10,933000
1828,4,4,90,0.21,2,5,1,7.1,10,582000
2777,4,2,15,0.17,1,4,0,18.7,1,706000
4154,5,2,79,1.57,2,4,1,29.9,7,913000
3311,5,2,2,0.83,2,8,0,8.9,3,865000
1070,4,2,51,1.88,1,5,1,27.5,1,483000
1986,4,2,32,2.25,1,9,0,19.2,4,819000
5000,3,3,41,0.43,2,5,0,17.5,9,1247000
4564,4,3,1,1.84,2,8,1,26.0,6,1025000
3198,3,1,38,1.33,1,3,0,19.0,6,807000
4982,2,4,45,0.37,2,7,0,32.9,7,1202000
2511,5,3,47,1.66,2,1,0,37.3,1,453000
3030,4,2,26,1.56,2,5,0,23.8,5,726000
928,6,2,14,1.34,1,2,1,12.4,4,544000
2069,3,1,6,2.32,0,8,1,31.2,4,759000
4472,3,2,56,1.35,3,6,0,7.2,7,933000
2401,3,1,41,2.48,3,5,0,4.3,2,564000
4770,2,2,8,1.32,2,3,0,21.0,5,1172000
1427,3,1,5,0.38,0,1,0,26.0,7,402000
4597,3,3,56,1.23,2,10,1,33.5,3,1056000
2844,2,3,75,0.54,3,10,0,38.2,2,606000
4352,3,2,29,1.53,1,10,0,35.0,1,1058000
3141,3,3,54,1.76,1,10,0,39.6,5,670000
4014,4,4,83,1.22,2,8,0,19.3,5,800000
1049,1,3,83,0.33,3,5,0,13.0,4,378000
3725,4,2,53,1.22,0,9,0,18.7,8,1020000
1774,4,2,26,0.3,2,7,0,25.9,2,556000
2125,3,4,83,1.74,2,1,0,20.5,4,464000
1783,5,1,58,2.0,2,1,0,25.5,5,515000
1688,4,2,6,2.41,2,7,0,35.5,9,558000
3737,4,3,39,0.46,2,7,0,7.0,3,765000
2917,2,3,93,1.38,1,9,0,5.3,1,795000
3472,4,3,71,1.46,1,2,0,20.2,4,570000
2126,5,2,1,2.31,2,7,0,39.3,10,559000
1270,3,1,13,1.61,0,2,0,2.8,6,365000
2787,3,4,9,0.45,2,10,0,39.5,7,970000
890,3,1,49,1.15,2,10,0,38.7,4,479000
1329,4,1,17,1.67,1,2,0,12.1,4,339000
4859,3,2,17,1.78,2,5,0,35.7,6,904000
3573,4,3,15,2.17,2,9,1,0.8,1,798000
2486,2,3,51,0.53,1,9,1,18.4,5,778000
991,5,4,68,2.38,2,10,1,16.4,3,498000
2786,3,1,51,0.24,3,1,1,36.2,8,647000
4423,3,2,30,2.46,2,7,0,19.2,5,997000
2985,4,2,100,2.16,2,10,1,17.0,7,850000
1808,2,4,83,1.68,0,10,0,25.8,8,438000
4583,1,2,22,1.86,0,3,0,15.3,8,1048000
2852,3,1,95,0.27,0,10,0,21.7,2,721000
4108,4,3,41,0.2,2,10,0,38.2,2,1130000
2516,5,2,80,0.34,1,1,1,8.5,10,606000
1110,5,2,61,0.31,1,2,0,18.6,5,227000
2060,3,4,76,1.41,2,6,0,1.1,3,577000
4732,1,2,49,0.62,1,10,1,33.8,10,1100000
4068,4,2,76,2.16,1,2,0,4.1,1,793000
1384,4,2,80,1.17,2,2,1,4.2,8,364000
3599,3,2,14,1.77,1,4,1,35.4,6,931000
1159,2,1,89,1.67,2,3,0,16.7,3,331000
3666,3,3,43,0.87,1,8,0,27.6,8,978000
2811,4,2,91,0.68,1,8,0,34.4,1,519000
4806,3,4,41,0.92,3,6,1,15.3,3,858000
2425,5,2,44,2.01,3,4,0,10.8,9,692000
3564,3,2,93,1.51,3,7,0,7.2,6,984000
1690,2,2,34,0.71,3,9,0,24.5,1,478000
1531,3,3,21,2.06,2,2,0,10.5,9,499000
4761,3,2,73,0.23,2,6,0,25.6,7,787000
3304,1,3,74,1.78,2,7,1,13.0,1,728000
1414,2,3,37,1.15,2,1,0,14.2,1,407000
4606,2,4,96,1.86,2,6,1,10.3,5,1104000
2519,2,3,69,2.33,1,8,0,17.0,4,547000
2387,3,1,63,1.9,3,7,0,6.9,8,826000
2411,6,3,100,1.16,2,2,0,13.1,2,622000
1696,4,4,6,0.46,3,2,0,31.2,6,538000
1077,4,4,43,2.04,1,4,0,9.0,8,408000
2436,3,1,75,1.21,1,5,1,37.9,1,598000
2958,3,3,6,0.28,1,5,0,20.0,3,753000
3232,1,2,65,1.83,2,2,0,4.7,1,820000
4704,4,2,59,0.8,1,7,0,37.8,7,745000
4062,3,3,0,0.22,1,8,0,18.5,1,969000
2249,2,4,61,2.27,1,2,0,22.5,9,713000
2032,4,3,86,1.26,1,4,0,7.8,8,592000
4917,3,4,88,0.77,2,3,0,13.7,3,616000
1477,3,1,17,1.82,3,4,0,28.3,4,346000
3458,2,1,6,2.23,0,5,0,5.4,9,1087000
2828,4,3,53,0.1,2,6,1,23.0,10,710000
4558,4,2,66,1.75,0,2,0,27.9,6,891000
2837,3,4,92,1.94,0,10,0,0.6,5,619000
3449,3,2,9,0.6,2,6,0,33.6,5,741000
1456,4,2,60,1.28,2,9,0,2.7,1,630000
965,2,2,58,0.31,3,8,0,10.3,1,429000
1389,4,2,58,1.89,2,1,0,38.6,3,327000
3621,4,4,68,2.13,3,9,1,3.7,2,1123000
2062,2,2,62,0.36,1,10,1,33.1,10,640000
871,1,2,97,2.06,1,2,1,26.3,1,247000
4316,4,3,7,1.95,1,1,0,24.1,5,853000
4380,3,2,77,0.93,2,6,1,23.5,3,937000
1068,2,3,54,1.76,1,1,1,7.1,7,537000
2576,4,1,5,0.1,1,6,0,26.9,8,699000
3262,3,2,0,2.34,2,2,0,38.1,10,892000
2068,3,4,55,1.42,0,7,1,3.5,6,501000
1815,3,3,96,1.59,0,7,1,13.6,5,545000
3522,4,2,74,1.7,1,4,0,19.2,10,809000
1883,3,3,87,1.45,0,2,0,9.7,5,345000
4901,6,4,9,2.16,2,7,1,29.8,1,1139000
1206,4,2,22,1.56,2,1,0,27.7,6,401000
3876,2,1,15,2.28,1,2,0,5.2,6,702000
1785,3,2,100,1.5,1,2,0,23.0,3,320000
4403,3,1,15,0.51,3,1,0,15.1,4,1150000
1509,4,2,55,2.29,2,9,1,9.5,4,656000
3418,5,4,94,1.74,2,6,0,34.0,6,828000
2211,4,1,5,1.78,2,3,0,2.7,8,888000
2285,2,3,29,2.47,1,6,1,19.0,9,470000
3750,4,2,62,0.28,3,7,0,19.3,9,1183000
3734,1,3,100,1.13,2,3,0,23.0,5,759000
4914,4,3,0,0.67,1,4,1,8.3,8,926000
1803,4,2,50,1.61,2,10,1,34.9,8,565000
3266,3,1,88,2.04,1,1,0,38.6,10,674000
3266,3,1,45,2.42,1,6,1,22.2,4,883000
2738,4,3,20,1.19,3,6,0,10.6,4,852000
2739,4,2,98,1.99,3,9,0,35.1,3,591000
2435,3,1,37,2.3,1,2,1,39.5,5,590000
2498,3,4,68,1.74,1,5,0,29.8,8,583000
2891,4,4,62,0.68,2,5,1,13.7,8,761000
2695,1,2,49,1.56,1,7,0,9.8,9,612000
4198,2,1,11,2.43,2,5,1,6.7,1,874000
1873,2,3,68,2.47,2,10,0,9.8,4,454000
3202,2,3,72,1.64,2,4,0,9.5,6,898000
4012,4,1,43,2.23,2,10,0,38.7,5,836000
4837,6,1,51,0.58,2,2,0,25.9,4,1091000
1951,4,3,8,0.69,3,8,1,7.1,3,710000
3245,2,4,98,2.39,1,5,0,19.8,2,616000
2756,4,3,64,0.42,3,4,0,7.8,9,501000
4707,3,2,9,0.56,0,9,1,24.4,10,1434000
1607,2,2,45,1.11,1,2,0,14.0,3,456000
986,5,3,99,1.52,0,3,0,8.2,4,269000
2107,3,2,57,1.55,2,8,1,10.1,1,742000
3084,6,2,36,0.8,1,4,0,27.2,1,781000
1557,3,2,51,2.31,3,9,0,16.6,10,704000
4654,4,2,98,2.3,2,10,0,20.8,9,1096000
3006,2,2,80,1.04,0,10,0,32.9,4,655000
4358,3,3,12,1.14,2,10,0,26.4,10,990000
2380,3,3,5,1.79,3,10,0,18.8,4,785000
1761,5,4,57,1.69,2,9,0,38.2,6,554000
4647,4,3,100,1.02,0,10,0,9.0,2,1097000
4375,5,2,47,1.09,3,9,0,11.9,6,1342000
1675,4,2,31,0.94,2,1,0,36.5,7,474000
3218,5,2,10,0.66,1,6,1,34.2,1,718000
4998,3,1,80,1.2,1,10,0,5.6,8,1003000
1801,3,4,4,1.75,2,6,0,37.2,6,682000
4184,4,1,5,1.88,3,8,1,0.9,9,1268000
4866,4,2,73,1.97,1,7,0,33.0,4,990000
3645,4,3,96,1.0,1,7,0,11.5,2,682000
2281,3,2,93,1.94,3,2,1,8.0,9,735000
4101,2,3,20,0.12,0,4,0,18.2,8,868000
1457,5,2,41,1.24,3,1,1,35.9,2,473000
3580,4,2,80,2.01,1,7,1,31.5,8,581000
1222,2,2,26,1.61,2,4,0,38.7,8,431000
4481,4,4,2,1.24,1,9,0,21.9,5,1226000
3510,5,2,59,1.65,3,6,1,20.7,7,746000
1252,2,2,92,2.28,2,6,0,1.0,7,351000
3197,5,2,65,1.46,3,9,0,7.6,4,1018000
2775,5,1,92,2.02,2,8,1,20.2,6,768000
2457,5,2,48,2.45,1,6,0,30.2,10,741000
3341,5,3,99,1.79,1,6,0,33.0,6,774000
3875,4,3,33,1.48,2,6,1,11.7,6,1031000
3964,3,3,36,0.19,2,4,0,28.6,9,478000
3766,1,1,41,1.0,3,5,1,33.2,2,739000
2853,2,2,64,1.46,1,3,0,15.3,10,636000
1087,3,1,59,2.01,2,9,1,28.0,8,557000
4017,3,1,89,1.15,3,2,0,17.8,8,781000
4654,2,2,0,2.4,1,7,0,39.4,1,923000
2247,3,2,58,0.75,3,1,0,0.8,2,590000
1407,2,3,3,1.89,2,10,0,16.9,4,631000
2564,5,3,13,1.11,2,7,1,10.9,5,865000
2025,3,4,17,1.27,1,2,0,34.1,5,667000
2035,4,3,33,2.03,1,5,1,11.8,6,540000
1829,4,1,0,0.81,0,1,0,22.0,7,313000
3471,2,2,52,0.33,3,5,1,29.7,1,776000
4762,5,2,21,1.35,3,4,0,20.1,7,1168000
3977,4,2,79,1.37,0,1,0,16.7,6,950000
4522,3,2,60,2.01,3,1,0,2.2,5,929000
2275,2,1,21,2.42,2,7,1,1.4,6,749000
3696,3,2,49,0.23,3,3,0,38.3,8,701000
1608,1,3,15,1.52,0,10,0,25.9,6,695000
1778,3,3,27,1.74,1,9,0,33.1,5,670000
3263,4,2,91,2.47,2,9,0,19.5,6,930000
1525,5,2,85,2.36,1,10,1,10.8,9,698000
3301,4,2,69,1.81,2,9,0,12.1,1,916000
4162,2,3,88,1.35,2,1,0,2.2,3,930000
2016,2,1,41,0.49,1,4,1,31.7,3,509000
4851,3,3,65,1.02,1,1,1,23.5,9,867000
2997,2,3,70,1.5,3,1,0,19.5,3,526000
3606,1,2,80,1.84,1,9,1,34.2,6,837000
1578,5,1,34,1.62,1,5,0,18.1,9,685000
1772,1,1,19,1.81,2,1,0,37.9,10,485000
3610,5,2,1,1.13,2,3,0,1.0,5,674000
2923,2,3,6,1.85,2,7,0,39.4,10,1059000
1398,6,2,95,0.44,2,2,1,32.7,9,444000
4141,4,2,48,0.49,0,4,0,14.5,9,843000
1024,4,4,82,0.49,1,2,0,24.0,6,304000
1640,2,2,75,2.24,2,9,1,34.7,8,393000
2614,5,1,8,0.28,3,9,0,19.5,9,735000
1906,5,2,26,2.02,2,7,0,2.5,9,653000
924,4,3,77,0.66,0,7,0,36.2,8,394000
4046,4,3,1,1.22,1,2,1,20.9,4,886000
3731,4,2,84,2.3,0,10,1,22.0,8,1081000
4925,1,4,67,1.51,2,8,0,1.0,2,715000
3771,4,3,59,0.6,0,1,0,4.5,3,945000
2817,5,1,84,0.78,1,8,0,31.2,9,804000
3215,3,3,85,2.31,2,5,0,17.7,10,845000
3896,2,1,48,1.13,2,4,0,39.9,4,698000
2409,3,3,1,1.51,2,10,0,28.0,2,866000
1517,4,2,16,1.2,2,2,0,38.0,3,439000
4361,2,3,82,1.01,2,3,0,11.5,7,833000
1816,3,2,87,0.64,1,10,0,7.5,9,663000
4365,2,4,19,1.75,2,2,0,15.4,7,1094000
2760,4,2,75,1.82,1,4,0,11.0,8,705000
1848,2,3,88,0.76,1,3,0,24.7,3,347000
2157,4,2,86,1.99,2,5,0,29.9,7,554000
4226,3,4,97,2.15,2,7,0,16.4,1,714000
915,4,3,31,2.31,2,9,0,4.0,6,483000
2895,6,2,50,0.49,2,5,1,1.5,3,701000
2601,2,4,87,0.83,3,8,0,9.1,2,780000
2946,3,2,41,2.16,2,2,0,29.4,4,663000
2420,5,3,62,0.58,2,6,1,9.3,9,862000
3750,3,3,88,0.11,2,8,0,36.5,6,938000
4592,3,1,60,2.19,1,9,0,26.2,9,1078000
3741,5,4,61,0.88,1,4,1,34.6,8,724000
1777,6,2,2,1.09,2,4,0,15.7,5,701000
3866,4,2,88,1.17,0,7,0,39.4,8,642000
1583,3,4,91,2.14,2,4,0,27.3,2,401000
1040,3,3,75,0.91,2,5,0,14.6,8,513000
2353,2,1,25,2.24,3,2,0,8.9,1,589000
1812,4,1,47,1.58,3,2,0,34.7,3,486000
986,4,3,7,1.37,1,10,0,13.1,7,428000
2681,5,1,4,0.88,2,5,0,2.3,4,717000
1230,1,4,10,0.68,0,10,0,11.5,7,607000
1038,4,3,41,1.6,1,10,0,7.6,1,540000
3145,3,2,98,1.17,2,2,1,13.1,7,748000
875,3,2,90,2.29,1,6,1,24.7,3,331000
2156,4,2,40,1.28,1,6,1,20.3,2,722000
3130,2,2,18,1.33,3,8,0,28.6,9,810000
2702,4,3,47,1.1,3,1,0,13.7,2,628000
4813,4,4,52,1.99,2,7,0,5.2,3,940000
2859,6,3,54,1.12,3,7,0,6.8,3,880000
940,4,2,60,0.75,2,9,0,32.0,4,381000
2589,5,2,31,2.17,1,4,1,4.4,7,809000
4426,4,3,45,1.53,2,7,1,32.0,7,1176000
816,2,3,91,1.52,2,6,0,8.9,9,471000
1264,3,3,35,1.57,1,4,1,27.3,10,738000
2627,4,1,17,1.83,3,10,0,25.1,8,859000
3828,4,4,73,0.85,2,8,0,4.4,6,898000
1319,4,2,95,0.18,0,3,0,26.8,6,251000
889,3,3,17,2.05,1,8,0,18.2,5,571000
3651,3,3,11,0.41,1,5,1,28.4,2,811000
3643,2,3,71,1.83,3,4,0,33.5,6,684000
2684,4,2,96,0.3,2,3,0,2.1,6,507000
4971,4,3,45,1.0,2,10,0,26.1,5,1338000
1725,4,1,54,0.25,2,7,0,4.6,6,630000
4534,3,3,37,1.35,2,7,1,15.5,5,1281000
1769,3,1,77,1.67,2,6,1,1.0,4,443000
1894,4,2,1,0.51,2,3,1,13.5,3,569000
3995,4,1,8,0.99,3,9,0,7.2,1,861000
2204,3,3,4,2.33,3,2,0,22.5,4,673000
4164,4,3,97,1.16,3,3,1,20.7,9,800000
4782,3,3,18,2.03,2,1,1,31.8,7,1237000
4813,4,3,70,2.33,3,7,0,25.8,7,1032000
3892,5,3,38,2.44,2,2,1,28.7,7,1186000
4959,4,1,41,2.26,3,10,0,4.2,4,1340000
2874,4,3,16,0.86,3,8,1,1.6,7,1073000
1084,3,3,62,2.41,3,9,0,38.8,2,622000
1987,4,1,89,2.05,3,2,1,17.4,8,562000
4769,4,2,45,2.11,2,6,0,16.1,10,1238000
3765,4,2,90,0.14,1,1,0,1.9,8,738000
1583,4,1,91,2.39,1,8,0,5.2,9,500000
1749,2,2,19,1.97,2,5,0,37.6,5,487000
4739,6,1,69,1.94,1,9,0,27.9,10,1042000
844,4,3,7,0.3,2,3,0,16.7,8,482000
2610,3,2,95,0.66,2,2,0,36.2,2,491000
2881,4,2,18,2.41,2,7,0,23.8,10,943000
4298,1,4,31,1.3,3,7,0,30.0,10,1127000
1629,1,2,18,1.05,2,10,0,17.5,8,622000
2709,3,2,23,2.12,2,5,0,17.5,10,524000
3381,4,3,23,0.31,2,7,0,3.2,9,1032000
1491,5,2,55,1.1,3,6,1,29.5,6,506000
4819,4,1,80,1.0,1,9,1,4.4,6,1401000
1731,4,1,17,0.94,1,3,1,30.7,4,522000
4206,3,4,11,0.84,3,4,0,8.0,8,1247000
947,2,3,40,0.6,2,9,0,10.3,7,434000
1832,2,3,86,0.51,2,10,1,36.8,9,710000
2111,4,4,47,1.64,2,8,0,19.1,1,739000
1187,5,4,81,2.31,1,10,1,5.4,10,724000
3921,3,3,63,1.32,2,6,0,36.3,8,729000
2673,4,3,15,0.82,1,3,0,18.4,8,627000
4388,5,2,79,0.48,2,9,0,5.7,9,1129000
1715,2,1,99,2.09,2,9,1,15.9,7,518000
2678,4,3,22,2.43,2,6,0,23.8,9,721000
4548,4,3,85,0.94,2,2,0,14.8,10,844000
1077,4,4,38,0.8,3,7,1,37.0,8,623000
2777,3,2,32,1.54,2,9,0,11.2,9,1028000
2659,4,3,23,1.96,3,9,0,7.4,9,981000
3836,4,3,60,1.19,2,3,0,9.2,1,938000
4171,2,2,54,1.61,2,2,0,3.8,3,808000
2982,4,3,60,1.82,0,5,1,18.4,6,973000
1970,2,2,83,2.41,1,10,1,35.2,7,753000
1289,5,2,96,0.5,2,7,0,12.6,4,492000
3325,4,2,94,2.49,1,3,0,10.7,10,797000
1982,5,2,39,1.04,2,4,0,33.6,2,549000
3288,3,2,57,1.84,2,10,0,12.6,4,670000
2676,2,3,71,1.47,3,2,0,19.3,6,473000
3262,1,2,73,1.27,3,10,0,1.7,4,916000
2430,3,2,0,1.78,1,2,0,11.8,10,702000
1087,3,1,84,1.05,1,7,0,5.7,2,387000
2707,4,2,24,0.4,2,2,1,4.7,9,617000
1961,1,2,95,1.27,1,1,1,17.5,1,436000
929,4,2,52,1.35,1,4,0,11.5,10,421000
3163,3,3,60,0.58,3,6,0,7.1,7,854000
943,4,4,45,2.35,3,10,0,20.7,9,608000
815,4,2,73,0.65,2,10,1,31.5,3,461000
1044,4,1,59,1.08,2,4,1,29.5,6,545000
1726,6,2,50,0.47,2,1,1,10.4,9,654000
3978,2,2,72,1.39,2,1,0,10.9,9,721000
2976,3,3,83,0.84,2,9,0,29.4,4,606000
1686,3,3,47,1.27,2,1,1,22.5,8,548000
1140,3,3,83,0.64,1,7,1,29.8,8,424000
2851,4,1,39,0.23,3,7,1,0.6,7,746000
4198,3,4,6,1.97,2,1,0,3.9,6,1268000
4750,4,1,74,1.64,2,1,0,32.2,3,574000
1105,3,3,84,0.92,3,6,0,34.1,4,431000
1707,6,3,18,0.21,1,8,1,14.1,9,933000
3454,5,3,14,2.18,0,7,1,38.4,10,785000
4592,3,2,69,0.51,3,6,0,12.4,7,915000
4842,2,2,60,2.33,3,10,0,35.7,8,1055000
2171,5,2,55,1.25,2,3,0,17.2,6,722000
1120,6,2,9,0.92,0,7,0,22.7,1,465000
4859,3,1,45,1.88,2,6,0,25.9,9,1361000
1931,3,3,79,2.2,0,8,0,5.8,3,643000
3378,5,2,74,0.99,2,4,0,2.0,3,707000
4842,4,3,56,1.08,1,9,0,17.4,9,918000
4167,3,1,34,1.14,3,1,1,6.8,4,751000
1617,4,3,71,2.31,2,7,0,22.2,8,661000
811,5,1,91,1.76,3,9,1,18.4,4,667000
994,5,4,2,0.69,1,10,0,5.3,2,563000
3337,4,2,65,0.54,1,1,1,26.8,5,588000
3642,4,2,52,0.65,3,10,1,1.3,3,1076000
3029,2,4,77,0.73,1,3,0,5.5,4,616000
3809,5,2,51,0.65,2,7,0,28.2,3,784000
2877,3,2,92,1.68,1,9,0,21.4,1,803000
4667,5,2,52,0.38,2,1,0,11.6,4,1088000
1243,3,2,53,1.03,1,6,0,7.6,9,514000
1097,5,2,46,1.6,2,2,0,25.9,7,376000
1644,3,2,2,0.8,2,5,1,8.6,6,672000
1815,4,4,64,0.26,2,7,0,39.4,10,675000
2184,2,3,14,0.3,0,7,0,34.8,9,740000
2197,4,1,83,0.4,2,10,0,5.7,4,731000
1353,5,3,85,2.11,2,7,0,34.4,6,309000
3150,4,2,33,1.68,0,4,0,14.1,3,757000
2069,4,2,49,0.25,2,6,0,19.9,3,619000
2060,1,2,32,1.04,3,10,1,6.1,10,911000
